title,url,content
"Tebar Pesona di Tengah Banjir, Masih Efektifkah Politik Pencitraan?",https://www.tribunnews.com/nasional/7763757/tebar-pesona-di-tengah-banjir-masih-efektifkah-politik-pencitraan,"TRIBUNNEWS.COM, JAKARTA - Istilah tebar pesona sudah lama dikenal publik. Namun istilah ini mulai ramai di dunia politik saat Ketua Umum Partai Demokrasi Indonesia Perjuangan Megawati Sukarnoputri mengungkit istilah 'tebar pesona' dalam pidato politik nya saat Ulang Tahun ke-34 PDIP di Bali, Rabu 10 Januari 2007 lalu. Kala itu, Megawati menyindir Presiden RI Susilo Bambang Yudhoyno  (SBY). Pernyataan Megawati langsung geger saat itu. Istilah tebar pesona kemudian berkembang menjadi 'pencitraan' politik yang banyak di bahas dalam teori komunikasi politik . Kali ini istilah pencitraan dan tebar pesona di politik kembali mengemuka. Sejumlah pejabat negara dikritik 'tebar pesona' melakukan pencitraan politik di tengah banjir bandang yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. Diantaranya Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan atau Zulhas yang dianggap pencitraan saat memanggul beras dalam karung saat melakukan kunjungan ke lokasi bencana banjir dan longsor yang terjadi di Sumatra Barat (Sumbar) pada 30 November 2025 lalu. Serta  Utusan Khusus Presiden Bidang Pariwisata, Zita Anjani, yang sebelumnya disorot publik saat mengepel lumpur di lantai rumah korban bencana. ""Bang Zul mengangkat karung atau membantu membersihkan rumah dari lumpur bukanlah untuk pencitraan,"" kata Wakil Ketua Umum Partai Amanat Nasional (PAN), Viva Yoga Mauladi, kepada Tribunnews.com , Jumat (5/12/2025 ). Ia menjelaskan Zulhas dikenal sebagai sosok yang mudah tersentuh hatinya ketika melihat penderitaan masyarakat. Viva menegaskan sikap Zulhas tersebut telah terlihat sejak lama. Bahkan, sejak PAN berdiri pada tahun 1998. Pengamat politik Rocky Gerung menyebut derita korban bencana banjir justru menjadi ajang tebar pesona para pejabat. Hal itu disampaikan Rocky Gerung melalui podcast yang tayang di channel Youtubenya pada Kamis (4/12/2025) dikutip dari Tribun Video. Ia menilai pemerintah kewalahan mengumpulkan pajak untuk membiayai pembangunan."
PSI Puji Prabowo Akui Keberhasilan Jokowi: Padahal Musuh Politik 2 Kali Pilpres,https://www.tribunnews.com/nasional/7760973/psi-puji-prabowo-akui-keberhasilan-jokowi-padahal-musuh-politik-2-kali-pilpres,"TRIBUNNEWS.COM, AMBON - Ketua Harian Partai Solidaritas Indonesia (PSI) , Ahmad Ali , menyatakan bahwa Presiden Prabowo Subianto merupakan sosok teladan yang patut ditiru kader PSI. Menurut Ali, Prabowo berkali-kali dalam beberapa forum resmi mengakui keberhasilan Pemerintahan Presiden ke-7 Joko Widodo atau Jokowi selama 10 tahun. Padahal, kata dia, Jokowi merupakan rival politik Ketua Umum Partai Gerindra itu selama dua kali pemilihan presiden (pillpres). ""Padahal, Pak Prabowo itu adalah musuh politik selama 10 tahun, selama 2 kali kontestasi,"" kata Ali, saat ditemui seusai Rapat Koordinasi Wilayah (Rakorwil) PSI Se-Maluku di Kota Ambon pada Sabtu (29/11/2025). Namun, Prabowo tetap mengakui Jokowi pemimpin yang berhasil dan menganggapnya sebagai guru politik . ""Dan kemudian beliau dengan terus terang mengatakan terima kasih dan mengatakan Pak Jokowi adalah guru politik beliau,"" ungkap Ali. Oleh karena itu, mantan anggota DPR RI ini meminta seluruh kader-kader PSI mencontohi Prabowo. ""Apa poin dari situ? Kejujuran cara Prabowo dan kesadaran beliau bahwa mengakui bantuan orang, bantuan Pak Jokowi atau orang lain itu tidak mengurangi kehormatan beliau sebagai seorang Presiden,"" ujar Ali. Diketahui, Prabowo memang beberapa kali mengakui keberhasilan Jokowi . Bahkan, menyebutnya sebagai guru politik . Pada peresmian Rumah Sakit Kardiologi Emirates–Indonesia di Surakarta, Jawa Tengah, Rabu (19/11/2025), Prabowo menegaskan bahwa rumah sakit itu merupakan simbol persahabatan Indonesia–Uni Emirat Arab sekaligus melanjutkan inisiatif yang sudah dimulai sejak Pemerintahan Jokowi. “Pembangunan rumah sakit ini juga adalah salah satu inisiatif dari Presiden Joko Widodo. Dimulai atas inisiatif beliau, dimulai pada saat beliau menjabat. Ya, saya sangat beruntung sudah jadi, saya yang resmikan. Takdir itu tidak bisa ditolak,” ujar Prabowo. Prabowo menyampaikan penghargaan kepada Presiden Uni Emirat Arab, Sheikh Mohammed bin Zayed Al Nahyan, yang disebutnya konsisten memberi perhatian besar kepada Indonesia sejak lama. Ia menyampaikan rumah sakit ini dibangun dengan skema hibah sebesar Rp 400 miliar terdiri dari Rp 250 miliar untuk bangunan dan Rp 150 miliar untuk peralatan medis. Prabowo menekankan bahwa fasilitas ini menjadi salah satu rumah sakit dengan peralatan tercanggih di Indonesia, bahkan satu-satunya di Jawa Tengah."
"Nahdlatul Ulama Diharapkan Tetap Menjadi Rumah Besar Umat, Bukan Panggung Politik",https://www.tribunnews.com/nasional/7759053/nahdlatul-ulama-diharapkan-tetap-menjadi-rumah-besar-umat-bukan-panggung-politik,"TRIBUNNEWS.COM, JAKARTA - Nahdlatul Ulama (NU) diharapkan tidak dijadikan tempat manuver politik oleh segelintir pihak. Organisasi keagamaan terbesar di Indonesia itu disebut sebagai milik warga NU dan umat. Imbauan ini muncul di tengah dinamika internal PBNU belakangan ini. NU, menurut pandangan tersebut, harus kembali menjalankan nilai musyawarah, transparansi, dan pengabdian kepada umat. Pernyataan ini disampaikan oleh Idrus Marham , Anggota MPO PB IKA PMII sekaligus Wakil Ketua Umum Partai Golkar. MPO PB IKA PMII adalah Majelis Pertimbangan Organisasi dalam struktur kepengurusan Pengurus Besar Ikatan Alumni Pergerakan Mahasiswa Islam Indonesia (PB IKA PMII). Hubungan IKA PMII dengan PBNU sendiri bersifat historis, kultural, dan jaringan kader. PMII lahir dari NU, alumninya berhimpun di IKA PMII, dan tokoh-tokoh MPO sering berinteraksi serta memberi pandangan terhadap dinamika PBNU . Idrus menegaskan NU harus kembali pada khittahnya: menjaga tradisi, meneguhkan akhlak, dan menjadi penuntun moral bagi kehidupan keumatan dan kebangsaan. ""Harapannya, persoalan internal PBNU diselesaikan secara kekeluargaan, bahkan bila perlu melalui dialog para kiai sepuh dan tokoh moral agar muncul solusi yang adil dan berkelanjutan,"" ujar Idrus kepada wartawan, Selasa (25/11/2025). Ia menilai krisis PBNU saat ini menjadi momen penting untuk introspeksi dan memperkuat jati diri NU sebagai organisasi sosial-keagamaan yang berdiri di atas nilai moral, bukan ajang politik elite. ""Sejarah NU dibangun dari pesantren, akar rumput, dan kolektivitas umat, bukan dari politik elite,"" katanya. Wakil Ketua Umum Partai Kebangkitan Bangsa (PKB), Cucun Ahmad Syamsurijal, menyatakan pihaknya tak ikut-ikutan terkait desakan agar Yahya Cholil Staquf atau Gus Yahya mundur dari jabatannya sebagai Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU). ""Itu di PBNU , kita enggak ikut-ikutan,"" kata Cucun di kompleks parlemen, Senayan, Jakarta, Selasa (25/11/2025). Cucun mengaku tak paham konflik internal yang terjadi di PBNU . Ia merasa tak pantas untuk ikut campur. ""Kita enggak paham, biarkan itu selesai di rumah tangga orang tua sendiri, PBNU , ya,"" ungkapnya."
Said Abdullah Sebut Regenerasi Pemilih Muda Jadi Tantangan Masa Depan Politik,https://www.tribunnews.com/nasional/7758786/said-abdullah-sebut-regenerasi-pemilih-muda-jadi-tantangan-masa-depan-politik,"TRIBUNNEWS.COM, SURABAYA - Ketua DPD PDI Perjuangan Jawa Timur , Said Abdullah , menegaskan bahwa gelaran Red Talk TribunJatim di Diandra Convention Centre, Surabaya, 22 November 2025, menjadi momentum penting bagi partai untuk memperbarui strategi politik , komunikasi, dan program kerakyatan. Menurutnya, acara tersebut menghadirkan potret jujur tentang aspirasi masyarakat Jawa Timur , mulai dari tekanan ekonomi, kebutuhan generasi muda, hingga tuntutan publik atas integritas partai politik . “Acara ini memberi kami peta yang jelas tentang arah suara rakyat. PDI Perjuangan Jawa Timur harus menata ulang strategi berdasarkan data, bukan sekadar insting politik . Rakyat ingin kedekatan, kejelasan program, dan kepemimpinan yang mampu menghadirkan keberpihakan nyata,” ujar Said, dikutip dari Surya, Senin (24/11/2025). Dalam kesempatan itu, Said merespons paparan Litbang Kompas yang menunjukkan citra PDI Perjuangan di Jawa Timur berada pada tingkat 57,5 persen, lebih tinggi dari angka nasional. Tingkat loyalitas pemilih mencapai 88,2 persen, salah satu yang tertinggi di Indonesia. Namun, komposisi pemilih masih didominasi Gen X dan Baby Boomers, sementara porsi pemilih muda baru 35,7 persen. “Kita tidak boleh lengah. Pemilih senior setia, tetapi masa depan politik berada di tangan pemilih muda. Regenerasi pemilih harus dipersiapkan dengan cara yang tepat,” katanya. Said menekankan empat arah tindak lanjut strategis. Pertama, menghadirkan politik yang menjawab ekonomi harian rakyat, dengan fokus pada stabilitas harga pangan, perlindungan pekerja informal, penguatan petani kecil, dan dukungan bagi UMKM. “Partai harus hadir di ruang dapur rakyat. Politik yang jauh dari persoalan ekonomi sehari-hari tidak akan mendapat tempat di hati warga,” tegasnya. Kedua, strategi lintas generasi dengan merawat loyalis, menggarap pemilih muda, dan memperkuat pendekatan berbasis data untuk pemilih rasional. “Tidak ada generasi yang boleh terlewat. Semua lapisan harus kita rangkul dengan pendekatan yang sesuai kebutuhan mereka,” ujar Said. Ketiga, memaksimalkan Unit Media PDI Perjuangan Jawa Timur sebagai mesin narasi publik. Unit yang telah berdiri selama 18 tahun itu akan difungsikan sebagai sentral produksi konten digital, sarana penyampaian rekam jejak program kerakyatan, serta pusat monitoring isu publik. “Inilah saatnya Unit Media kita mengambil peran strategis. Bukan sekadar dokumentasi, tetapi sebagai mesin narasi yang membentuk persepsi publik secara positif dan terukur,” katanya. Keempat, memperkuat integritas dan konsistensi sebagai identitas politik . Aspirasi publik, menurut Said, menuntut kepemimpinan yang dekat, menepati janji, dan bebas dari praktik politik transaksional. “Rakyat ingin bukti, bukan klaim. PDI Perjuangan Jawa Timur akan memastikan seluruh kader bekerja dengan integritas dan keberpihakan yang jelas kepada rakyat,” tegasnya. Said menutup dengan menegaskan bahwa hasil Red Talk akan dijadikan fondasi pembaruan partai untuk menghadapi kebutuhan politik masa depan, terutama pemilih muda yang kritis, dinamika digital, dan tantangan ekonomi rakyat. “PDI Perjuangan Jawa Timur memiliki fondasi kuat, tetapi zaman bergerak cepat. Kami menjadikan hasil Red Talk sebagai panduan untuk memperkuat partai dan memastikan keberpihakan kami benar-benar dirasakan masyarakat,” ujarnya."
Ketua PSI Jabar: Bakal Ada Badai Politik Usai Hadirnya Jokowi,https://www.tribunnews.com/nasional/7755070/ketua-psi-jabar-bakal-ada-badai-politik-usai-hadirnya-jokowi,"TRIBUNNEWS.COM, BANDUNG - Ketua DPW PSI Jawa Barat Abang Ijo Hapidin menyatakan, PSI di tahun mendatang akan mengalami badai politik . Pernyataan demikian disampaikan Abang Ijo sekaligus memberikan sinyal kuat akan gabungnya sosok Presiden ke-7 RI Joko Widodo (Jokowi) ke partai yang dipimpin oleh Kaesang Pangarep itu. ""Intinya kami siap diperintah, kami siap 1 komando, apalagi nanti kehadiran bapak jokowi, mas kaesang, ketua Harian, InsyaAllah nanti akan ada badai politik ,"" kata Abang Ijo saat Pra Rakerwil DPW PSI seluruh Jawa Barat, di Kota Bandung, Jawa Barat Jumat (14/11/2025) malam. Badai politik yang dimaksud Wakil Bupati Purwakarta itu yakni banyaknya politik us yang akan berseragam partai berlogo Gajah tersebut. Dirinya menyatakan, kondisi ini akan menjadi kekuatan penuh bagi PSI untuk bisa mengarungi Pemilu 2029. ""Orang yang hari ini jadi pemenang di partai lain mau ganti baju bersama PSI. Siap jadi pemenang? Siap bekerja? Kita tunjukkan ke DPP bahwa kita siap bekerja,"" tegas dia. Meski demikian, Abang Ijo tidak menjelaskan secara detail maksud pernyataannya soal kehadiran Jokowi di PSI tersebut. Sebab, hingga hari ini sosok berinisial Bapak J yang sebelumnya diumumkan menduduki jabatan Ketua Dewan Pembina PSI belum juga diungkap ke publik. Hanya saja, pernyataan Abang Ijo tersebut memperkuat sinyal kalau mantan Gubernur DKI Jakarta itu akan gabung ke partai yang dipimpin sang anak. Sinyal senada juga disampaikan oleh Ketua Harian DPP Partai Solidaritas Indonesia (PSI) Ahmad Ali. Ali mulanya membeberkan soal alasan dirinya memilih hijrah ke PSI usai tak lagi aktif sebagai Waketum Partai NasDem. Kata Ali, perpindahannya ke PSI ada pengaruh besar dari Presiden ke-7 RI Joko Widodo (Jokowi). Ahmad Ali bercerita, ada beberapa partai yang sebenarnya memiliki ketertarikan untuk memintanya bergabung. ""Ya ada beberapa partai yang sempat mengajak, PKB, Golkar, PAN. itu aja dulu,"" kata Ali kepada awak media usai memberikan arahan dalam Rakerwil DPW PSI seluruh Jawa Barat, di Purwakarta, Jawa Barat, Jumat (14/11/2025)."
Al Araf Ingatkan Penyimpangan Peran TNI: Jangan Sampai Kalah Perang karena Tentara Sibuk Urus Pangan,https://www.tribunnews.com/nasional/7755009/al-araf-ingatkan-penyimpangan-peran-tni-jangan-sampai-kalah-perang-karena-tentara-sibuk-urus-pangan,"TRIBUNNEWS.COM, JAKARTA - Ketua Badan Pengurus Centra Initiative, Al Araf , menyoroti dinamika hubungan sipil-militer dalam negara demokrasi dan mendesak adanya penguatan kontrol sipil yang demokratis atas Tentara Nasional Indonesia (TNI). Dalam diskusi virtual bertajuk ‘Hubungan Sipil Militer dalam Negara Demokrasi: Dinamika Reformasi TNI ’ pada Jumat (14/11/2025), Al Araf mengingatkan bahwa Indonesia telah memasuki era The New Generation of Warfare atau generasi perang keempat. ""Sejak Perang Teluk 1990, kemenangan dalam perang asimetrik ditentukan oleh dua faktor: tentara yang profesional dan menguasai teknologi, serta persenjataan yang modern,"" tegas Al Araf . Dia pun memperingatkan bahwa jika dua hal fundamental ini tidak dipastikan, Republik ini bisa berada dalam keadaan kacau jika suatu saat konflik dengan negara tetangga benar-benar terjadi. Oleh karena itu, Al Araf menekankan bahwa pemerintah dalam sistem demokrasi harus membangun democratic civilian control atau objective civilian control . Dia pun menegaskan bahwa militer harus ditempatkan sebagai instrumen alat perang, bukan sebagai instrumen politik . ""Yang terjadi hari ini, militer justru menjadi bagian untuk menopang proyek-proyek rezim. Hal ini merugikan profesionalisme TNI ,"" ujarnya. Dia menyatakan keprihatinannya bahwa penyimpangan peran ini justru terjadi di tengah fakta bahwa Indonesia menghadapi berbagai tantangan keamanan eksternal. ""Kita sayang pada TNI . Kita menginginkan tentara yang profesional karena fakta eksternal kita penuh dengan tantangan. Dengan Malaysia, di Laut China Selatan, dengan Australia, dengan Papua Nugini,"" paparnya. ""Jangan sampai ketika perang benar-benar terjadi, kita kalah karena tentara tidak terlatih,"" sambung Al Araf . Al Araf merumuskan lima pilar utama untuk menciptakan militer yang profesional. Menurutnya, TNI yang profesional harus well educated, well paid, well trained, well equipped, and well missioned. Artinya, TNI harus terdidik, sejahtera, terlatih, dilengkapi persenjataan modern, dan yang terpenting, memiliki misi yang jelas. ""Misi mereka adalah bersiap untuk perang, bukan mengurusi cetak sawah atau program pangan,"" tegas Al Araf menegaskan. Pernyataan ini menyiratkan kritik terhadap keterlibatan TNI dalam program-program pemerintah di luar domain pertahanan, seperti program ketahanan pangan, yang dinilai dapat mengikis fokus dan profesionalisme pokok dari institusi tentara."
Pernyataan Prabowo Tak Takut Dikendalikan Jokowi Dinilai Jadi Strategi untuk Menenangkan Publik,https://www.tribunnews.com/nasional/7751889/pernyataan-prabowo-tak-takut-dikendalikan-jokowi-dinilai-jadi-strategi-untuk-menenangkan-publik,"TRIBUNNEWS.COM JAKARTA - Peneliti politik dari Badan Riset dan Inovasi Nasional (BRIN) Wasisto Raharjo Jati menilai pernyataan Presiden Prabowo Subianto soal hubungannya dengan Joko Widodo (Jokowi) merupakan langkah strategis untuk menjaga stabilitas politik di awal masa pemerintahannya. Menurut Wasisto, pernyataan Prabowo yang menegaskan dirinya tidak dikendalikan dan tidak takut terhadap pengaruh Jokowi adalah bagian dari upaya meredam kegaduhan publik yang muncul pasca transisi pemerintahan. “Saya pikir Presiden ingin berupaya mengurangi berbagai kegaduhan di ruang publik yang ada kaitannya dengan mantan Presiden Jokowi ,” kata Wasisto saat dihubungi, Jumat (7/11/2025). Belakangan, Prabowo kerap membela Jokowi dalam sejumlah isu, termasuk terkait proyek kereta cepat Whoosh. Namun, Wasisto menilai hal tersebut tidak serta-merta menunjukkan adanya dominasi politik Jokowi dalam pemerintahan baru. “Yang menjadi fokus Presiden Prabowo adalah stabilitas dan harmoni politik. Keduanya saling berkaitan sehingga jika salah satu saja terdisrupsi, maka akan berdampak pada yang lainnya,” ujarnya. Ia juga meyakini isu-isu yang kembali mengaitkan nama Jokowi tidak akan berpengaruh terhadap soliditas koalisi maupun peta kekuatan politik di DPR. “Saya pikir itu tidak sampai ke koalisi karena kegaduhan yang menyangkut soal mantan Presiden Jokowi ini lebih pada stabilitas sosial,” jelas Wasisto. Sebelumnya, dalam peresmian Pabrik Lotte Chemical Indonesia (LCI) di Cilegon, Banten, Kamis (6/11/2025), Prabowo menegaskan bahwa hubungan dirinya dengan Jokowi dibangun atas dasar saling menghormati, bukan karena rasa takut atau kendali politik. Ia menilai ada kecenderungan sebagian pihak menyanjung pemimpin ketika berkuasa, namun mencari-cari kesalahannya saat sudah tak menjabat. Menanggapi isu yang menyebut dirinya masih berada di bawah bayang-bayang Jokowi , Prabowo dengan tegas menepis anggapan tersebut. “Saya bukan Prabowo takut sama Jokowi , Prabowo masih dikendalikan sama Jokowi , enggak ada itu,” tegasnya."
Realisme Politik dan Penegakan Hukum Pemilu,https://www.tribunnews.com/tribunners/7750651/realisme-politik-dan-penegakan-hukum-pemilu,"Aktif dalam pengawasan partisipatif dan penegakan hukum pemilu melalui Sentra Gakkumdu (Penegakan Hukum Terpadu) TRIBUNNEWS.COM - Dalam upaya menuju negara demokratis, wajah hukum harus hadir sebagai kompas yang menavigasi keadilan. Permasalahan mengenai konsepsi keadilan dalam periode transisi politik di Indonesia hingga saat ini masih dalam proses pencarian. Sejak perubahan UUD NRI Tahun 1945 pada 1999-2022 di MPR, Indonesia telah bergerak meninggalkan sistem pemerintahan otoriter ke sistem demokrasi. Dalam perspektif pemilu, setiap pelanggaran pemilu, sekecil apa pun, berpotensi merusak kepercayaan publik terhadap kualitas demokrasi. Dengan demikian, penting untuk mengkaji politik hukum pemilu, dalam konteks regulasi dan praktiknya, demi terwujudnya pemilu yang luber dan jurdil. Konsepsi politik hukum memiliki makna yang sangat mendalam. Substansi politik hukum pada dasarnya terletak pada empat poin penting. Pertama, politik hukum merupakan kebijakan resmi negara yang akan menetapkan suatu peraturan hukum (ius constitutum). Kedua, kebijakan tersebut bertalian dengan hukum yang dapat dioperasionalkan (ius operatum). Ketiga, kebijakan itu berhubungan dengan hukum yang dicita-citakan (ius constituendum). Keempat, politik hukum bertujuan mengatur kehidupan berbangsa dan bernegara. Misalnya, penegakan hukum pidana pemilu ditangani oleh Gakkumdu. Gakkumdu adalah pusat aktivitas penegakan hukum pidana pemilu yang terdiri atas unsur Bawaslu, Kepolisian dan Kejaksaan."
"Partai Perindo Akan Menggelar Rakernas di Ancol Jakarta, Dorong Politik Inklusif",https://www.tribunnews.com/nasional/7749162/partai-perindo-akan-menggelar-rakernas-di-ancol-jakarta-dorong-politik-inklusif,"TRIBUNNEWS.COM, JAKARTA - Partai Perindo direncanakan menggelar Rapat Kerja Nasional (Rakernas) sekaligus perayaan HUT ke-11 pada Minggu-Selasa, 2–5 November 2025 di Ancol , Jakarta. Ketua Umum Partai Perindo Angela Tanoesoedibjo menjelaskan, Rakernas tahun ini akan menjadi wadah konsolidasi nasional yang diikuti seluruh pengurus pusat dan daerah, kader muda, serta sayap partai dari seluruh Indonesia. ""Fokus utama rakernas kali ini adalah untuk memperkuat kapasitas kader, memperluas program ekonomi kerakyatan, dan menegaskan peran Partai Perindo sebagai motor perubahan politik yang berpihak pada rakyat,"" kata Angela dalam keterangannya, Jumat (31/10/2025). Selain itu, Partai Perindo juga mendorong politik yang inklusif, yakni memastikan partisipasi dan kesetaraan bagi semua warga negara, tanpa memandang latar belakang, keanggotaan, atau status sosial mereka, untuk berpartisipasi dalam proses politik . Hal itu ditunjukkan dengan dipilihnya politisi muda Partai Perindo Gardian Muhammad, menjadi Ketua Panitia Rakernas. Itu menjadi simbol Partai Perindo memberi ruang nyata bagi generasi muda dalam posisi strategis. Sementara itu, Sekretaris Jenderal DPP Partai Perindo , Ferry Kurnia Rizkiyansyah, menegaskan ajang ini menjadi momentum bagi partai untuk merefleksikan capaian sekaligus menetapkan arah baru dalam memperkuat peran politik pembangunan. ""Kami ingin menunjukkan bahwa politik bisa menjadi ruang kerja nyata bagi rakyat dan masih ada harapan energi baru politik itu muncul di sini. Pada Rakernas Partai Perindo kami akan melakukan konsolidasi agar segenap kader bisa all out turun ke akar rumput dan menyerap aspirasi konstituen partai,"" tandasnya."
"Parpol Diminta Ciptakan Ekosistem Politik, Bukan Sekadar Mobilisasi Masyarakat Setiap 5 Tahun",https://www.tribunnews.com/nasional/7747998/parpol-diminta-ciptakan-ekosistem-politik-bukan-sekadar-mobilisasi-masyarakat-setiap-5-tahun,"TRIBUNNEWS.COM, JAKARTA - Partai politik (Parpol) perlu melakukan upaya untuk membangun ekosistem politik yang membina masyarakat secara berkelanjutan, bukan hanya menggerakkan massa menjelang pemilu. Demikian hal ini disampaikan oleh Ketua Umum Tuntas Subagyo, seraya menekankan masyarakat harus menjadi subjek politik yang aktif, bukan objek politik yang dimobilisasi setiap lima tahun. “Generasi ke generasi itu sama, tinggal bagaimana kita men-trigger dan mengarahkan. Kami ingin masyarakat menjadi subjek politik , bukan objek politik lima tahunan,” ujar Tuntas dalam keterangannya, Rabu (29/10/2025). Ia menyoroti masyarakat hanya dimobilisasi saat kampanye, diberi janji politik, atau dijadikan target suara tanpa keterlibatan nyata dalam proses politik. ""Setelah pemilu, peran masyarakat sering kali dikesampingkan hingga lima tahun berikutnya,"" ujarnya. Oleh karena itu, PKR mendorong demokrasi partisipatif, bukan sekadar demokrasi elektoral. ""Membangun kesadaran politik jangka panjang, bukan hanya antusiasme sesaat menjelang pemilu,"" katanya. PKR, sambung Tuntas, dibentuk dari akar gerakan masyarakat sipil, bukan dari tokoh politik nasional. Ia menekankan pentingnya pendidikan politik dan pelatihan bagi generasi muda agar mampu bersaing di era global. “Kita akan berikan pelatihan dan pendidikan agar anak-anak muda Indonesia tidak tertinggal. Itu jadi fondasi agar kita tidak tertinggal dari bangsa lain,” katanya. PKR juga memperkenalkan gerakan bertajuk “MIGA — Make Indonesia Great Again” sebagai semangat untuk membangun partisipasi politik yang lebih substantif dan berorientasi pada pembinaan kapasitas warga. “MIGA ini adalah semangat baru untuk membuat Indonesia besar kembali seperti dulu pada masa Majapahit dan Singosari,” tambahnya. Sebagai bagian dari konsolidasi internal, PKR merayakan hari jadinya yang ketiga di Hotel Kartika Chandra, Jakarta. Acara tersebut dihadiri perwakilan Dewan Pimpinan Wilayah (DPW) dari 38 provinsi dan menjadi momentum persiapan menuju verifikasi partai dan Pemilu 2029. PKR sendiri didirikan pada 2022 setelah berkembang dari organisasi massa Tikus yang sebelumnya aktif dalam gerakan politik independen di Solo."
